x,y,z
7.380353983406988228e+00,2.649630935872498583e+01,1.260000000000000009e-01
7.574373163768251871e+00,2.626206890252648662e+01,1.260000000000000009e-01
7.766142775671974974e+00,2.602317231764778782e+01,1.260000000000000009e-01
7.955654580376649854e+00,2.577958327902296176e+01,1.260000000000000009e-01
8.142900339140757282e+00,2.553126546158605237e+01,1.260000000000000009e-01
8.327871813222792241e+00,2.527818254027113198e+01,1.260000000000000009e-01
8.510560763881244384e+00,2.502029819001225874e+01,1.260000000000000009e-01
8.690958952374598923e+00,2.475757608574350144e+01,1.260000000000000009e-01
8.869058139961344622e+00,2.448997990239891465e+01,1.260000000000000009e-01
9.044850087899973801e+00,2.421747331491256716e+01,1.260000000000000009e-01
9.218326557448976999e+00,2.394001999821852067e+01,1.260000000000000009e-01
9.389479309866837653e+00,2.365758362725082975e+01,1.260000000000000009e-01
9.558300106412049857e+00,2.337012787694356675e+01,1.260000000000000009e-01
9.724780708343097047e+00,2.307761642223078269e+01,1.260000000000000009e-01
9.888912876918473316e+00,2.278001293804654637e+01,1.260000000000000009e-01
